alpha,Mach,blumen_cr,blumen_ci,blumen_cr_available,blumen_ci_available,blumen_target_available,seed_name,seed_cr_center,seed_ci_center,requested_cr_half_window,requested_ci_half_window,used_cr_half_window,used_ci_half_window,retry_index,shooting_cr,shooting_ci,shooting_omega_i,err_cr_abs,err_ci_abs,err_ci_rel,stage1_mismatch,stage2_mismatch,ln_p_start_right,spectral_success,mode_success,success,status,selection_metric,selection_metric_name,y_limit
0.25,1.5,,0.010401571046357458,False,True,False,generic_04,0.26,0.07,0.06,0.015,0.32156250000000003,0.08039062500000001,3,0.3798828124999999,0.04002929687500002,0.010007324218750006,,0.029627725828642565,2.848389507373306,0.016997018023596586,13.752725730624356,-29.99999281439142,True,False,False,spectral_only,0.024230302460446752,distance_to_blumen_ci_only,350.0209115663891
0.25,1.5,,0.010401571046357458,False,True,False,generic_04,0.26,0.07,0.1,0.008,0.5359375000000001,0.042875,3,0.4074609375,0.054015625000000005,0.013503906250000001,,0.04361405395364255,4.193025626538966,0.01892253554095608,0.5341990887978805,-29.99999281439142,True,False,False,spectral_only,0.02509437981948823,distance_to_blumen_ci_only,260.9454447355238
0.25,1.5,,0.010401571046357458,False,True,False,generic_05,0.34,0.085,0.1,0.015,0.5359375000000001,0.08039062500000001,3,0.40777343750000017,0.05502929687500001,0.013757324218750002,,0.04462772582864255,4.290479354488551,0.01930670577237794,0.06691295192374892,-29.99999281439142,True,False,False,spectral_only,0.025659974069185194,distance_to_blumen_ci_only,256.1576884271731
0.25,1.5,,0.010401571046357458,False,True,False,generic_05,0.34,0.085,0.06,0.015,0.32156250000000003,0.08039062500000001,3,0.4077734375,0.05502929687500001,0.013757324218750002,,0.04462772582864255,4.290479354488551,0.01930670577236051,0.06691295198786282,-29.99999281439142,True,False,False,spectral_only,0.02565997406924844,distance_to_blumen_ci_only,256.15768842717307
0.25,1.5,,0.010401571046357458,False,True,False,generic_03,0.18,0.055,0.1,0.008,0.5359375000000001,0.042875,3,0.3798046874999999,0.039015624999999984,0.009753906249999996,,0.028614053953642526,2.7509357794237177,0.01664738627802512,20.003238892583326,-29.99999281439142,True,False,False,spectral_only,0.029449662160127107,distance_to_blumen_ci_only,359.1057003974545
0.25,1.5,,0.010401571046357458,False,True,False,generic_04,0.26,0.07,0.1,0.015,0.5359375000000001,0.08039062500000001,3,0.4029036458333334,0.04002929687500002,0.010007324218750006,,0.029627725828642565,2.848389507373306,0.013494604423641378,93.18001195869667,-29.99999281439142,True,False,False,spectral_only,0.1034824680085213,distance_to_blumen_ci_only,351.7463438659024
0.25,1.5,,0.010401571046357458,False,True,False,generic_05,0.34,0.085,0.015,0.03,0.08039062500000001,0.16078125000000001,3,0.36997070312500013,0.025058593750000014,0.0062646484375000035,,0.014657022703642556,1.409116241990706,0.01636128818673933,160.2205505452022,-29.99999281439142,True,False,False,spectral_only,0.15569563765818173,distance_to_blumen_ci_only,500.0
0.25,1.5,,0.010401571046357458,False,True,False,generic_03,0.18,0.055,0.1,0.015,0.5359375000000001,0.08039062500000001,3,0.3798046874999999,0.025029296874999996,0.006257324218749999,,0.014627725828642538,1.4062996602580573,0.01187232262506837,291.0416597138687,-29.99999281439142,True,False,False,spectral_only,0.28626300167376467,distance_to_blumen_ci_only,500.0
0.25,1.5,,0.010401571046357458,False,True,False,generic_03,0.18,0.055,0.1,0.03,0.5359375000000001,0.16078125000000001,3,0.3798046874999999,0.015058593750000009,0.003764648437500002,,0.004657022703642551,0.44772301058054115,0.009477998399415754,330.2724907839211,-29.99999281439142,True,False,False,spectral_only,0.3154034134075344,distance_to_blumen_ci_only,500.0
0.25,1.5,,0.010401571046357458,False,True,False,generic_04,0.26,0.07,0.06,0.03,0.32156250000000003,0.16078125000000001,3,0.3798828124999999,0.010058593750000011,0.0025146484375000028,,0.0003429772963574468,0.032973605124540735,0.008909755771838442,358.658618662825,-29.99999281439142,True,False,False,spectral_only,0.3394470837477744,distance_to_blumen_ci_only,500.0
0.25,1.5,,0.010401571046357458,False,True,False,generic_05,0.34,0.085,0.1,0.03,0.5359375000000001,0.16078125000000001,3,0.3997005208333334,0.025058593750000014,0.0062646484375000035,,0.014657022703642556,1.409116241990706,0.00739563722557131,622.6475521231371,-29.99999281439142,True,False,False,spectral_only,0.6176743566880581,distance_to_blumen_ci_only,500.0
0.25,1.5,,0.010401571046357458,False,True,False,generic_05,0.34,0.085,0.03,0.03,0.16078125000000001,0.16078125000000001,3,0.3997070312499999,0.025058593750000014,0.0062646484375000035,,0.014657022703642556,1.409116241990706,0.007395638536877326,622.7669023792731,-29.99999281439142,True,False,False,spectral_only,0.6177937070097596,distance_to_blumen_ci_only,500.0
0.25,1.5,,0.010401571046357458,False,True,False,generic_05,0.34,0.085,0.06,0.03,0.32156250000000003,0.16078125000000001,3,0.39972656250000005,0.025058593750000014,0.0062646484375000035,,0.014657022703642556,1.409116241990706,0.007395648658649526,623.1249876319274,-29.99999281439142,True,False,False,spectral_only,0.6181517927685025,distance_to_blumen_ci_only,500.0
0.25,1.5,,0.010401571046357458,False,True,False,generic_04,0.26,0.07,0.1,0.03,0.5359375000000001,0.16078125000000001,3,0.39834635416666664,0.010058593750000011,0.0025146484375000028,,0.0003429772963574468,0.032973605124540735,0.0009891122560341677,716.6072778591762,-29.99999281439142,True,False,False,spectral_only,0.6969997107683353,distance_to_blumen_ci_only,500.0
0.3,1.4,,,False,False,False,generic_05,0.34,0.085,0.03,0.008,0.03,0.008,0,0.39400390625000004,0.06901562499999998,0.020704687499999996,,,,0.036044324917910646,1.768664635727622e-18,-28.596461574500502,True,True,True,validated,-0.13721340875410445,max_ci_fallback,177.85897671226058
0.3,1.4,,,False,False,False,generic_05,0.34,0.085,0.06,0.008,0.06,0.008,0,0.39402343749999996,0.06901562499999998,0.020704687499999996,,,,0.03604432556640935,1.7698498718296933e-18,-28.598602837317543,True,True,True,validated,-0.1372134087216795,max_ci_fallback,177.85985597215495
0.3,1.4,,,False,False,False,generic_05,0.34,0.085,0.1,0.008,0.1,0.008,0,0.39397135416666673,0.06901562499999998,0.020704687499999996,,,,0.03604432794847009,1.7667403960941823e-18,-28.592892503874413,True,True,True,validated,-0.13721340860257647,max_ci_fallback,177.85751118797532
0.3,1.4,,,False,False,False,generic_05,0.34,0.085,0.015,0.008,0.015,0.008,0,0.36997070312500013,0.06901562499999998,0.020704687499999996,,,,0.037702090238234905,1.9441545585097955e-18,-25.85913602820584,True,True,True,validated,-0.13713052048808824,max_ci_fallback,176.74513812467396
0.3,1.4,,,False,False,False,generic_04,0.26,0.07,0.03,0.008,0.03,0.008,0,0.31994140624999995,0.054015625000000005,0.016204687500000002,,,,0.04821287147776705,1.0900674377339112e-18,-23.63195541149432,True,True,True,validated,-0.12160498142611166,max_ci_fallback,222.51160371665344
0.3,1.4,,,False,False,False,generic_04,0.26,0.07,0.015,0.008,0.02625,0.014,1,0.3124487304687499,0.04202734375000002,0.012608203125000007,,,,0.04872567155865483,1.805150600472068e-18,-26.914819143104907,True,True,True,validated,-0.1095910601720673,max_ci_fallback,285.2520042179972
0.3,1.4,,,False,False,False,generic_04,0.26,0.07,0.015,0.015,0.08039062500000001,0.08039062500000001,3,0.28997070312499995,0.04002929687500002,0.012008789062500006,,,,0.06470575761829642,3.15519384646084e-19,-21.477356371701486,False,True,False,mode_only,-0.08679400899408521,max_ci_fallback,297.26671472849154
0.3,1.4,,,False,False,False,generic_03,0.18,0.055,0.06,0.008,0.32156250000000003,0.042875,3,0.29988281249999993,0.039015624999999984,0.011704687499999995,,,,0.056984708754715924,1.2993979713621047e-18,-24.70414595994532,False,True,False,mode_only,-0.08616638956226419,max_ci_fallback,306.00429129570443
0.3,1.4,,,False,False,False,generic_02,0.1,0.04,0.015,0.03,0.08039062500000001,0.16078125000000001,3,0.2606242370605468,0.03727752795410157,0.011183258386230471,,,,0.0864126965893552,1.2356413076254064e-18,-15.318262273745367,False,True,False,mode_only,-0.08295689312463381,max_ci_fallback,315.8680628366209
0.3,1.4,,,False,False,False,generic_03,0.18,0.055,0.015,0.008,0.08039062500000001,0.042875,3,0.2717852783203124,0.036034830729166654,0.010810449218749995,,,,0.07837347804947294,7.560673673514162e-19,-17.722058018609236,False,True,False,mode_only,-0.082116156826693,max_ci_fallback,328.0971389431231
0.3,1.4,,,False,False,False,generic_03,0.18,0.055,0.015,0.015,0.08039062500000001,0.08039062500000001,3,0.2717852783203124,0.036008911132812495,0.010802673339843747,,,,0.07837347767788089,7.5412514825137855e-19,-17.72623346347536,False,True,False,mode_only,-0.08209023724891847,max_ci_fallback,328.33317967160986
0.3,1.4,,,False,False,False,generic_03,0.18,0.055,0.015,0.03,0.08039062500000001,0.16078125000000001,3,0.2717852783203124,0.036003280761718756,0.010800984228515626,,,,0.07837347861242756,7.537160304252843e-19,-17.727140807083742,False,True,False,mode_only,-0.08208460683109738,max_ci_fallback,328.3844984420987
0.3,1.4,,,False,False,False,generic_00,0.0,0.015,0.06,0.03,0.32156250000000003,0.16078125000000001,3,0.275445556640625,0.03521881396484375,0.010565644189453124,,,,0.07561020449630314,2.5228697821262475e-19,-18.769619019162374,False,True,False,mode_only,-0.0814383037400286,max_ci_fallback,336.1366239504403
0.3,1.4,,,False,False,False,generic_02,0.1,0.04,0.015,0.015,0.08039062500000001,0.08039062500000001,3,0.2606242370605468,0.035142336608886715,0.010542700982666015,,,,0.08643501104208294,1.324294670142169e-18,-15.518670579849097,False,True,False,mode_only,-0.08082058605678256,max_ci_fallback,335.04838792723984
0.3,1.4,,,False,False,False,generic_02,0.1,0.04,0.1,0.008,0.5359375000000001,0.042875,3,0.2998046875000002,0.03334895833333334,0.010004687500000001,,,,0.05607915271985252,1.644223075635061e-18,-27.535492807917997,False,True,False,mode_only,-0.0805450006973407,max_ci_fallback,357.9645457530519
0.3,1.4,,,False,False,False,generic_02,0.1,0.04,0.1,0.015,0.5359375000000001,0.08039062500000001,3,0.2998046875000002,0.032529296875000016,0.009758789062500004,,,,0.05596075980859678,1.6390310096006073e-18,-28.02782559589719,False,True,False,mode_only,-0.07973125888457018,max_ci_fallback,366.98078298710584
0.3,1.4,,,False,False,False,generic_02,0.1,0.04,0.03,0.03,0.16078125000000001,0.16078125000000001,3,0.283570556640625,0.03310828662109376,0.009932485986328128,,,,0.06921874584099529,3.7532687838793227e-19,-21.69877790106709,False,True,False,mode_only,-0.07964734932904399,max_ci_fallback,358.58008797475793
0.3,1.4,,,False,False,False,generic_03,0.18,0.055,0.03,0.008,0.16078125000000001,0.042875,3,0.2848974609374999,0.03286067708333332,0.009858203124999994,,,,0.06814240370756117,5.384471545414416e-19,-22.22858280739609,False,True,False,mode_only,-0.07945355689795526,max_ci_fallback,361.4476586348009
0.3,1.4,,,False,False,False,generic_02,0.1,0.04,0.03,0.008,0.16078125000000001,0.042875,3,0.283570556640625,0.03290201822916667,0.00987060546875,,,,0.06921554750920875,3.95246355923987e-19,-21.76379322080085,False,True,False,mode_only,-0.07944124085370624,max_ci_fallback,360.8271222242965
0.3,1.4,,,False,False,False,generic_02,0.1,0.04,0.03,0.015,0.16078125000000001,0.08039062500000001,3,0.283570556640625,0.03193153588867187,0.00957946076660156,,,,0.06920766530190708,4.902920244195549e-19,-22.07757096787435,False,True,False,mode_only,-0.07847115262357651,max_ci_fallback,371.7889968841376
0.3,1.4,,,False,False,False,generic_03,0.18,0.055,0.03,0.015,0.16078125000000001,0.08039062500000001,3,0.2848974609374999,0.03112548828125001,0.009337646484375002,,,,0.06812200520273612,7.148349612114089e-19,-22.838234856408583,False,True,False,mode_only,-0.07771938802111321,max_ci_fallback,381.5894211561836
0.3,1.4,,,False,False,False,generic_03,0.18,0.055,0.03,0.03,0.16078125000000001,0.16078125000000001,3,0.2848974609374999,0.0310400390625,0.009312011718749999,,,,0.06812199386631455,7.238989665731117e-19,-22.86954524759592,False,True,False,mode_only,-0.07763393936918427,max_ci_fallback,382.6394902243566
0.3,1.4,,,False,False,False,generic_03,0.18,0.055,0.06,0.015,0.32156250000000003,0.08039062500000001,3,0.29988281249999993,0.030029296875000007,0.009008789062500001,,,,0.05557015536620201,7.262730590230458e-20,-29.726771334413367,False,True,False,mode_only,-0.07725078910668992,max_ci_fallback,397.53161934756776
0.3,1.4,,,False,False,False,generic_02,0.1,0.04,0.015,0.008,0.08039062500000001,0.042875,3,0.2606242370605468,0.03114951416015625,0.009344854248046874,,,,0.08660080625548223,1.4686707241955068e-18,-15.903091377563678,False,True,False,mode_only,-0.07681947384738215,max_ci_fallback,377.9738791253454
0.3,1.4,,,False,False,False,generic_04,0.26,0.07,0.015,0.03,0.08039062500000001,0.16078125000000001,3,0.28997070312499995,0.027792968750000008,0.008337890625000002,,,,0.06384974630477804,1.3995219090206327e-18,-26.506516429370095,False,True,False,mode_only,-0.07460048143476111,max_ci_fallback,428.0756046187682
0.3,1.4,,,False,False,False,generic_00,0.0,0.015,0.03,0.03,0.16078125000000001,0.16078125000000001,3,0.2410148620605469,0.02926123311360677,0.008778369934082032,,,,0.09941254664420894,6.076000306831144e-19,-12.917188241272893,False,True,False,mode_only,-0.07429060578139633,max_ci_fallback,399.3209482821568
0.3,1.4,,,False,False,False,generic_00,0.0,0.015,0.1,0.03,0.5359375000000001,0.16078125000000001,3,0.26232910156250017,0.025391396484375002,0.0076174189453125,,,,0.08597355526200577,1.4243433206052114e-18,-16.88297674748494,False,True,False,mode_only,-0.07109271872127472,max_ci_fallback,463.95096249883875
0.3,1.4,,,False,False,False,generic_05,0.34,0.085,0.015,0.015,0.08039062500000001,0.08039062500000001,3,0.36997070312500013,0.05502929687500001,0.0165087890625,,,,0.03075019312592523,3.5288317068823685,-29.99999281439142,True,False,False,spectral_only,-0.06996295551182138,max_ci_fallback,221.61488570695184
0.3,1.4,,,False,False,False,generic_02,0.1,0.04,0.06,0.008,0.32156250000000003,0.042875,3,0.21988281249999997,0.024015625,0.007204687499999999,,,,0.11171637259370051,1.2745547750406217e-18,-10.961795579836389,False,True,False,mode_only,-0.06842980637031498,max_ci_fallback,482.2876527878608
0.3,1.4,,,False,False,False,generic_00,0.0,0.015,0.03,0.015,0.16078125000000001,0.08039062500000001,3,0.2410148620605469,0.019888991556803376,0.005966697467041013,,,,0.09997542757513053,6.435619808255396e-19,-12.014275578899607,False,True,False,mode_only,-0.06489022017804685,max_ci_fallback,500.0
0.3,1.4,,,False,False,False,generic_00,0.0,0.015,0.1,0.015,0.5359375000000001,0.08039062500000001,3,0.26232910156250017,0.0155604638671875,0.00466813916015625,,,,0.08789512473348325,2.4515387444541e-19,-13.555164582782513,False,True,False,mode_only,-0.061165707630513336,max_ci_fallback,500.0
0.3,1.4,,,False,False,False,generic_00,0.0,0.015,0.06,0.008,0.32156250000000003,0.042875,3,0.275445556640625,0.014905068359374999,0.004471520507812499,,,,0.07881166304057703,6.492762169858288e-19,-17.158402999796337,False,True,False,mode_only,-0.060964485207346146,max_ci_fallback,500.0
0.3,1.4,,,False,False,False,generic_01,0.05,0.025,0.06,0.03,0.32156250000000003,0.16078125000000001,3,0.23234863281250004,0.016170513671874994,0.004851154101562498,,,,0.10508347464815472,6.2675590293508785e-19,-10.047993287092549,False,True,False,mode_only,-0.06091633993946727,max_ci_fallback,500.0
0.3,1.4,,,False,False,False,generic_02,0.1,0.04,0.06,0.015,0.32156250000000003,0.08039062500000001,3,0.21988281249999997,0.013720703124999999,0.0041162109375,,,,0.11175905866051714,1.3726898934506968e-19,-8.623372439193467,False,True,False,mode_only,-0.05813275019197414,max_ci_fallback,500.0
0.3,1.4,,,False,False,False,generic_04,0.26,0.07,0.03,0.015,0.16078125000000001,0.08039062500000001,3,0.31994140624999995,0.04002929687500002,0.012008789062500006,,,,0.04319322805628293,0.026965316217000376,-29.99999281439142,True,False,False,spectral_only,-0.05784267015596888,max_ci_fallback,300.19169434368854
0.3,1.4,,,False,False,False,generic_00,0.0,0.015,0.1,0.008,0.5359375000000001,0.042875,3,0.26232910156250017,0.011983876953125003,0.003595163085937501,,,,0.0889074019121031,9.218632885351876e-20,-11.769148857098198,False,True,False,mode_only,-0.05753850685751985,max_ci_fallback,500.0
0.3,1.4,,,False,False,False,generic_01,0.05,0.025,0.1,0.008,0.5359375000000001,0.042875,3,0.22485351562500014,0.012984375000000001,0.0038953125000000003,,,,0.10921488124809062,9.801088746507203e-20,-8.673317241039591,False,True,False,mode_only,-0.05752363093759548,max_ci_fallback,500.0
0.3,1.4,,,False,False,False,generic_00,0.0,0.015,0.03,0.008,0.16078125000000001,0.042875,3,0.2410148620605469,0.012091554524739583,0.0036274663574218744,,,,0.10083905770211042,1.3468768584957307e-19,-9.385049866727424,False,True,False,mode_only,-0.057049601639634066,max_ci_fallback,500.0
0.3,1.4,,,False,False,False,generic_04,0.26,0.07,0.06,0.008,0.32156250000000003,0.042875,3,0.3798828124999999,0.054015625000000005,0.016204687500000002,,,,0.029366628826740092,16.08968000938219,-29.99999281439142,True,False,False,spectral_only,-0.056457613549280805,max_ci_fallback,226.3693960015747
0.3,1.4,,,False,False,False,generic_01,0.05,0.025,0.06,0.008,0.32156250000000003,0.042875,3,0.23234863281250004,0.01097265625,0.003291796875,,,,0.10548333639994434,9.799313444898388e-21,-8.478113784937767,False,True,False,mode_only,-0.05569848943000279,max_ci_fallback,500.0
0.3,1.4,,,False,False,False,generic_01,0.05,0.025,0.06,0.015,0.32156250000000003,0.08039062500000001,3,0.23234863281250004,0.010714581054687498,0.0032143743164062496,,,,0.10550584347679337,3.8488150042066696e-21,-8.399027133119152,False,True,False,mode_only,-0.05543928888084783,max_ci_fallback,500.0
0.3,1.4,,,False,False,False,generic_05,0.34,0.085,0.06,0.015,0.32156250000000003,0.08039062500000001,3,0.38660156250000005,0.05502929687500001,0.0165087890625,,,,0.02969119729341853,19.55454986353742,-29.99999281439142,True,False,False,spectral_only,-0.053990187146791664,max_ci_fallback,222.5932403020301
0.3,1.4,,,False,False,False,generic_05,0.34,0.085,0.03,0.015,0.16078125000000001,0.08039062500000001,3,0.38662109375,0.05502929687500001,0.0165087890625,,,,0.02969119524352353,19.58014714005169,-29.99999281439142,True,False,False,spectral_only,-0.05396458997277215,max_ci_fallback,222.59436625354
0.3,1.4,,,False,False,False,generic_05,0.34,0.085,0.1,0.015,0.5359375000000001,0.08039062500000001,3,0.38667968750000004,0.05502929687500001,0.0165087890625,,,,0.02969120466360159,19.657027974681583,-29.99999281439142,True,False,False,spectral_only,-0.05388770866713835,max_ci_fallback,222.5977437899498
0.3,1.4,,,False,False,False,generic_02,0.1,0.04,0.06,0.03,0.32156250000000003,0.16078125000000001,3,0.21988281249999997,0.007772499023437497,0.0023317497070312492,,,,0.11193448761555842,7.937540583413458e-20,-7.091456954262936,False,True,False,mode_only,-0.05217577464265958,max_ci_fallback,500.0
0.3,1.4,,,False,False,False,generic_01,0.05,0.025,0.1,0.015,0.5359375000000001,0.08039062500000001,3,0.22485351562500014,0.0051840898437500015,0.0015552269531250004,,,,0.10964938163965685,3.389635086613287e-20,-6.51390474932869,False,True,False,mode_only,-0.049701620761767165,max_ci_fallback,500.0
0.3,1.4,,,False,False,False,generic_01,0.05,0.025,0.03,0.03,0.16078125000000001,0.16078125000000001,3,0.21267395019531246,0.005038869873046874,0.0015116609619140622,,,,0.11550419892275302,1.642741433029794e-20,-6.260075570048125,False,True,False,mode_only,-0.049263659926909224,max_ci_fallback,500.0
0.3,1.4,,,False,False,False,generic_01,0.05,0.025,0.1,0.03,0.5359375000000001,0.16078125000000001,3,0.22485351562500014,0.0042985,0.00128955,,,,0.10970860048737584,1.0700185226558409e-20,-6.2659328637611065,False,True,False,mode_only,-0.04881306997563121,max_ci_fallback,500.0
0.3,1.4,,,False,False,False,generic_04,0.26,0.07,0.1,0.008,0.5359375000000001,0.042875,3,0.38610677083333333,0.054015625000000005,0.016204687500000002,,,,0.02922255899525269,24.67167150811634,-29.99999281439142,True,False,False,spectral_only,-0.047882825542121026,max_ci_fallback,226.73821779641418
0.3,1.4,,,False,False,False,generic_01,0.05,0.025,0.03,0.015,0.16078125000000001,0.08039062500000001,3,0.21267395019531246,0.003063746785481769,0.0009191240356445306,,,,0.11553445968813465,3.646170332083491e-22,-5.7900516153612775,False,True,False,mode_only,-0.04728702380107504,max_ci_fallback,500.0
0.3,1.4,,,False,False,False,generic_00,0.0,0.015,0.06,0.015,0.32156250000000003,0.08039062500000001,3,0.08951171874999997,5.755969891332304e-06,1.7267909673996912e-06,,,,0.07115910890349599,5.661764781800142e-21,-5.036479896295266,False,True,False,mode_only,-0.04644780052471653,max_ci_fallback,500.0
0.3,1.4,,,False,False,False,generic_00,0.0,0.015,0.015,0.015,0.08039062500000001,0.08039062500000001,3,0.022397460937499992,5.755969891332304e-06,1.7267909673996912e-06,,,,0.08522344268489389,2.261632610345334e-21,-5.035859652620249,False,True,False,mode_only,-0.04574458383564664,max_ci_fallback,500.0
0.3,1.4,,,False,False,False,generic_01,0.05,0.025,0.03,0.008,0.16078125000000001,0.042875,3,0.15298258463541667,7.778669945987659e-06,2.3336009837962976e-06,,,,0.10485101477763197,3.0323813196695694e-27,-5.053572331262953,False,True,False,mode_only,-0.04476522793106439,max_ci_fallback,500.0
0.3,1.4,,,False,False,False,generic_01,0.05,0.025,0.015,0.008,0.08039062500000001,0.042875,3,0.19545860290527337,2.4115709092882002e-05,7.2347127278646e-06,,,,0.12212980413098368,3.2765690350733795e-21,-5.065214585381199,False,True,False,mode_only,-0.043917625502543696,max_ci_fallback,500.0
0.3,1.4,,,False,False,False,generic_01,0.05,0.025,0.015,0.03,0.08039062500000001,0.16078125000000001,3,0.19520393371582026,3.0211044311523437e-05,9.06331329345703e-06,,,,0.12328318245074626,3.865418435582958e-29,-5.066751875982881,False,True,False,mode_only,-0.04386605192177421,max_ci_fallback,500.0
0.3,1.4,,,False,False,False,generic_01,0.05,0.025,0.015,0.015,0.08039062500000001,0.08039062500000001,3,0.19494926452636716,5.077314560501662e-05,1.5231943681504986e-05,,,,0.12376456877885188,9.829916853868506e-26,-5.070811299671909,False,True,False,mode_only,-0.043862544706662426,max_ci_fallback,500.0
0.3,1.4,,,False,False,False,generic_00,0.0,0.015,0.015,0.008,0.08039062500000001,0.042875,3,0.12024574279785158,1.0131882906941226e-05,3.0395648720823677e-06,,,,0.1396302467623841,1.908147854357111e-20,-5.063215411636614,False,True,False,mode_only,-0.04302861954478773,max_ci_fallback,500.0
0.3,1.4,,,False,False,False,generic_00,0.0,0.015,0.015,0.03,0.08039062500000001,0.16078125000000001,3,0.12029808044433596,2.864121004583415e-05,8.592363013750245e-06,,,,0.15931061169814892,2.0902255120795502e-21,-5.071281476153366,False,True,False,mode_only,-0.042063110625138386,max_ci_fallback,500.0
0.3,1.4,,,False,False,False,generic_02,0.1,0.04,0.1,0.03,0.5359375000000001,0.16078125000000001,3,0.2998046875000002,0.027132076171875,0.008139622851562498,,,,0.05532593868921883,3.981886094269082,-29.99999281439142,False,False,False,failed,-0.020383893143144975,max_ci_fallback,439.95614045421496
0.3,1.4,,,False,False,False,generic_03,0.18,0.055,0.06,0.03,0.32156250000000003,0.16078125000000001,3,0.29988281249999993,0.025058593749999997,0.007517578124999999,,,,0.055083908050603723,16.127544766404093,-29.99999281439142,False,False,False,failed,-0.006176853581065716,max_ci_fallback,476.3633997119757
0.3,1.4,,,False,False,False,generic_04,0.26,0.07,0.06,0.015,0.32156250000000003,0.08039062500000001,3,0.3798828124999999,0.04002929687500002,0.012008789062500006,,,,0.022637523178796262,238.4583883829445,-29.99999281439142,True,False,False,spectral_only,0.17956096766688429,max_ci_fallback,305.41089506265456
0.3,1.4,,,False,False,False,generic_04,0.26,0.07,0.1,0.015,0.5359375000000001,0.08039062500000001,3,0.3805078125,0.04002929687500002,0.012008789062500006,,,,0.022635726891750453,242.72159645324706,-29.99999281439142,True,False,False,spectral_only,0.18382408592283456,max_ci_fallback,305.4613322849685
0.3,1.4,,,False,False,False,generic_03,0.18,0.055,0.1,0.008,0.5359375000000001,0.042875,3,0.3798046874999999,0.039015624999999984,0.011704687499999995,,,,0.02214989130096142,274.8787991712155,-29.99999281439142,True,False,False,spectral_only,0.2169706687362636,max_ci_fallback,313.3360696296786
0.3,1.4,,,False,False,False,generic_04,0.26,0.07,0.03,0.03,0.16078125000000001,0.16078125000000001,3,0.31994140624999995,0.010058593750000011,0.0030175781250000033,,,,0.03598888200176996,353.56778972229563,-29.99999281439142,True,False,False,spectral_only,0.3253086400723841,max_ci_fallback,500.0
0.3,1.4,,,False,False,False,generic_05,0.34,0.085,0.015,0.03,0.08039062500000001,0.16078125000000001,3,0.36997070312500013,0.025058593750000014,0.007517578125000004,,,,0.015636384849010507,1479.8762602489005,-29.99999281439142,True,False,False,spectral_only,1.435599485741351,max_ci_fallback,486.5129464671785
0.3,1.4,,,False,False,False,generic_05,0.34,0.085,0.06,0.03,0.32156250000000003,0.16078125000000001,3,0.37597656250000006,0.025058593750000014,0.007517578125000004,,,,0.0153271358124895,1660.877810439398,-29.99999281439142,True,False,False,spectral_only,1.6165855734800223,max_ci_fallback,487.3023707858706
0.3,1.4,,,False,False,False,generic_05,0.34,0.085,0.03,0.03,0.16078125000000001,0.16078125000000001,3,0.3759960937500001,0.025058593750000014,0.007517578125000004,,,,0.0153271299737286,1661.4734470363326,-29.99999281439142,True,False,False,spectral_only,1.617181209785019,max_ci_fallback,487.3049191158856
0.3,1.4,,,False,False,False,generic_05,0.34,0.085,0.1,0.03,0.5359375000000001,0.16078125000000001,3,0.37600260416666675,0.025058593750000014,0.007517578125000004,,,,0.015327129410591063,1661.672002246492,-29.99999281439142,True,False,False,spectral_only,1.6173797649670214,max_ci_fallback,487.3057685321756
0.3,1.4,,,False,False,False,generic_03,0.18,0.055,0.1,0.015,0.5359375000000001,0.08039062500000001,3,0.3760286458333334,0.025029296874999996,0.007508789062499998,,,,0.015312573380582319,1669.1939365914484,-29.99999281439142,True,False,False,spectral_only,1.6249302683854776,max_ci_fallback,487.87946774076715
0.3,1.4,,,False,False,False,generic_04,0.26,0.07,0.1,0.03,0.5359375000000001,0.16078125000000001,3,0.3732161458333333,0.010058593750000011,0.0030175781250000033,,,,0.00774795847207535,1976.3640141096141,-29.99999281439142,True,False,False,spectral_only,1.946692818283218,max_ci_fallback,500.0
0.3,1.4,,,False,False,False,generic_04,0.26,0.07,0.06,0.03,0.32156250000000003,0.16078125000000001,3,0.3732421875,0.010058593750000011,0.0030175781250000033,,,,0.007747975918280072,1977.2476876066155,-29.99999281439142,True,False,False,spectral_only,1.9475764926525296,max_ci_fallback,500.0
0.3,1.4,,,False,False,False,generic_03,0.18,0.055,0.1,0.03,0.5359375000000001,0.16078125000000001,3,0.37243164062499995,1.9052466121720675e-05,5.7157398365162025e-06,,,,0.0017438917520658142,2161.125599315192,-29.99999281439142,True,False,False,spectral_only,2.1411937414366737,max_ci_fallback,500.0
0.3,1.6,,,False,False,False,generic_05,0.34,0.085,0.1,0.008,0.1,0.008,0,0.4894140625,0.06901562499999998,0.020704687499999996,,,,0.0376421797586582,1.846863864014861e-18,-28.701820434594687,True,True,True,validated,-0.13713351601206705,max_ci_fallback,164.44610767527212
0.3,1.6,,,False,False,False,generic_05,0.34,0.085,0.06,0.008,0.06,0.008,0,0.45988281249999996,0.06901562499999998,0.020704687499999996,,,,0.03886574284564671,1.90124058184671e-18,-25.575586740742985,True,True,True,validated,-0.13707233785771764,max_ci_fallback,163.73104806630337
0.3,1.6,,,False,False,False,generic_05,0.34,0.085,0.03,0.008,0.0525,0.014,1,0.44489746093749993,0.05702734375000001,0.017108203125000002,,,,0.035232177139307166,2.471209750329478e-18,-28.28953768532214,True,True,True,validated,-0.12526573489303466,max_ci_fallback,197.66945274825576
